subject,structural_ok,n_me_epochs,n_mi_epochs,n_usable_matched_pairs,n_unilateral_pairs,n_bilateral_pairs,movements_me,movements_mi,eligible_primary,eligible_min20,eligible_min40,eligible_strict,reason_codes,reason_detail,n_left_fist_me,n_left_fist_mi,n_right_fist_me,n_right_fist_mi,n_both_fists_me,n_both_fists_mi,n_both_feet_me,n_both_feet_mi,usable_pair_ids,e02_left_fist_n_me,e02_left_fist_n_mi,e02_left_fist_n_pairs,e02_left_fist_eligible,e02_left_fist_reasons,e02_right_fist_n_me,e02_right_fist_n_mi,e02_right_fist_n_pairs,e02_right_fist_eligible,e02_right_fist_reasons,e02_both_fists_n_me,e02_both_fists_n_mi,e02_both_fists_n_pairs,e02_both_fists_eligible,e02_both_fists_reasons,e02_both_feet_n_me,e02_both_feet_n_mi,e02_both_feet_n_pairs,e02_both_feet_eligible,e02_both_feet_reasons,e02_unilateral_n_me,e02_unilateral_n_mi,e02_unilateral_n_pairs,e02_unilateral_eligible,e02_unilateral_reasons,e02_bilateral_n_me,e02_bilateral_n_mi,e02_bilateral_n_pairs,e02_bilateral_eligible,e02_bilateral_reasons,strict_all_runs_valid,strict_reasons,expected_left_fist_me,frac_left_fist_me,expected_left_fist_mi,frac_left_fist_mi,expected_right_fist_me,frac_right_fist_me,expected_right_fist_mi,frac_right_fist_mi,expected_both_fists_me,frac_both_fists_me,expected_both_fists_mi,frac_both_fists_mi,expected_both_feet_me,frac_both_feet_me,expected_both_feet_mi,frac_both_feet_mi
100,True,65,50,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,14,15,18,11,17,13,16,11,03-04|05-06|07-08|09-10|11-12|13-14,14,15,3,False,INSUFFICIENT_MOVEMENT_ME,18,11,3,False,INSUFFICIENT_MOVEMENT_MI,17,13,3,False,INSUFFICIENT_MOVEMENT_MI,16,11,3,False,INSUFFICIENT_MOVEMENT_MI,32,26,3,True,ELIGIBLE,33,24,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,18.0,0.7777777777777778,18.0,0.8333333333333334,18.0,1.0,18.0,0.6111111111111112,18.0,0.9444444444444444,14.0,0.9285714285714286,18.0,0.8888888888888888,14.0,0.7857142857142857
101,True,89,89,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,23,22,21,23,22,23,23,21,03-04|05-06|07-08|09-10|11-12|13-14,23,22,3,True,ELIGIBLE,21,23,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,23,21,3,True,ELIGIBLE,44,45,3,True,ELIGIBLE,45,44,3,True,ELIGIBLE,True,ELIGIBLE,23.0,1.0,22.0,1.0,22.0,0.9545454545454546,23.0,1.0,22.0,1.0,24.0,0.9583333333333334,23.0,1.0,21.0,1.0
102,True,90,90,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,22,23,23,22,23,23,22,03-04|05-06|07-08|09-10|11-12|13-14,22,22,3,True,ELIGIBLE,23,23,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,22.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0,23.0,1.0,23.0,1.0,22.0,1.0
103,True,46,47,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,13,14,11,13,11,9,11,11,03-04|05-06|07-08|09-10|11-12|13-14,13,14,2,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,11,13,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,11,9,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,11,11,3,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_MI,24,27,3,True,ELIGIBLE,22,20,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,21.0,0.6190476190476191,22.0,0.6363636363636364,19.0,0.5789473684210527,23.0,0.5652173913043478,22.0,0.5,22.0,0.4090909090909091,23.0,0.4782608695652174,23.0,0.4782608695652174
104,True,89,87,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,True,ELIGIBLE,eligible under primary rule,22,21,22,21,23,22,22,23,03-04|05-06|07-08|09-10|11-12|13-14,22,21,3,True,ELIGIBLE,22,21,3,True,ELIGIBLE,23,22,3,True,ELIGIBLE,22,23,3,True,ELIGIBLE,44,42,3,True,ELIGIBLE,45,45,3,True,ELIGIBLE,True,ELIGIBLE,23.0,0.9565217391304348,22.0,0.9545454545454546,22.0,1.0,21.0,1.0,23.0,1.0,22.0,1.0,22.0,1.0,23.0,1.0
105,True,68,89,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,20,23,24,21,23,24,1,21,03-04|05-06|07-08|09-10|11-12|13-14,20,23,3,True,ELIGIBLE,24,21,3,True,ELIGIBLE,23,24,3,True,ELIGIBLE,1,21,1,False,INSUFFICIENT_MOVEMENT_ME|INSUFFICIENT_MOVEMENT_PAIRS,44,44,3,True,ELIGIBLE,24,45,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,21.0,0.9523809523809523,23.0,1.0,24.0,1.0,22.0,0.9545454545454546,23.0,1.0,24.0,1.0,22.0,0.045454545454545456,21.0,1.0
106,True,69,65,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,17,20,21,15,15,17,16,13,03-04|05-06|07-08|09-10|11-12|13-14,17,20,3,True,ELIGIBLE,21,15,3,True,ELIGIBLE,15,17,3,True,ELIGIBLE,16,13,3,False,INSUFFICIENT_MOVEMENT_MI,38,35,3,True,ELIGIBLE,31,30,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,21.0,0.8095238095238095,24.0,0.8333333333333334,23.0,0.9130434782608695,21.0,0.7142857142857143,17.0,0.8823529411764706,23.0,0.7391304347826086,17.0,0.9411764705882353,22.0,0.5909090909090909
107,True,57,71,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,16,17,14,18,12,16,15,20,03-04|05-06|07-08|09-10|11-12|13-14,16,17,3,True,ELIGIBLE,14,18,3,False,INSUFFICIENT_MOVEMENT_ME,12,16,3,False,INSUFFICIENT_MOVEMENT_ME,15,20,3,True,ELIGIBLE,30,35,3,True,ELIGIBLE,27,36,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,23.0,0.6956521739130435,24.0,0.7083333333333334,22.0,0.6363636363636364,21.0,0.8571428571428571,21.0,0.5714285714285714,22.0,0.7272727272727273,24.0,0.625,23.0,0.8695652173913043
108,True,70,55,6,3,3,both_feet|both_fists|left_fist|right_fist,both_feet|both_fists|left_fist|right_fist,True,True,True,False,ELIGIBLE,eligible under primary rule,15,8,17,11,20,18,18,18,03-04|05-06|07-08|09-10|11-12|13-14,15,8,2,False,INSUFFICIENT_MOVEMENT_MI,17,11,3,False,INSUFFICIENT_MOVEMENT_MI,20,18,3,True,ELIGIBLE,18,18,3,True,ELIGIBLE,32,19,3,True,ELIGIBLE,38,36,3,True,ELIGIBLE,True,STRICT_CELL_EPOCHS|STRICT_CELL_FRACTION,21.0,0.7142857142857143,22.0,0.36363636363636365,24.0,0.7083333333333334,23.0,0.4782608695652174,23.0,0.8695652173913043,22.0,0.8181818181818182,22.0,0.8181818181818182,23.0,0.782608695652174
109,False,0,0,0,0,0,,,False,False,False,False,NO_EPOCHS,no retained epochs after preprocessing,0,0,0,0,0,0,0,0,,0,0,0,False,NO_EPOCHS,0,0,0,False,NO_EPOCHS,0,0,0,False,NO_EPOCHS,0,0,0,False,NO_EPOCHS,0,0,0,False,NO_EPOCHS,0,0,0,False,NO_EPOCHS,,NO_EPOCHS,,,,,,,,,,,,,,,,
